"bin","type","target","value","location"
"16.2","bin","4 wk ahead","0","HHS Region 8"
"16.3","bin","1 wk ahead","0.000107497861825261","HHS Region 8"
"16.3","bin","2 wk ahead","0.000309501408913692","HHS Region 8"
"16.3","bin","3 wk ahead","1.04251406367011e-05","HHS Region 8"
"16.3","bin","4 wk ahead","0","HHS Region 8"
"16.4","bin","1 wk ahead","6.66082106101559e-05","HHS Region 8"
"16.4","bin","2 wk ahead","0.000395694431542499","HHS Region 8"
"16.4","bin","3 wk ahead","5.21257031835053e-06","HHS Region 8"
"16.4","bin","4 wk ahead","0","HHS Region 8"
"16.5","bin","1 wk ahead","2.68936956968042e-05","HHS Region 8"
"16.5","bin","2 wk ahead","0.000283912881965122","HHS Region 8"
"16.5","bin","3 wk ahead","1.90414156216038e-05","HHS Region 8"
"16.5","bin","4 wk ahead","0","HHS Region 8"
"16.6","bin","1 wk ahead","6.93579402068531e-05","HHS Region 8"
"16.6","bin","2 wk ahead","0.000346667150562788","HHS Region 8"
"16.6","bin","3 wk ahead","1.66365881478682e-05","HHS Region 8"
"16.6","bin","4 wk ahead","0","HHS Region 8"
"16.7","bin","1 wk ahead","0","HHS Region 8"
"16.7","bin","2 wk ahead","0.000289816316715355","HHS Region 8"
"16.7","bin","3 wk ahead","7.8188554775258e-06","HHS Region 8"
"16.7","bin","4 wk ahead","0","HHS Region 8"
"16.8","bin","1 wk ahead","3.57562563505378e-05","HHS Region 8"
"16.8","bin","2 wk ahead","0.000371290716689221","HHS Region 8"
"16.8","bin","3 wk ahead","1.78306385503222e-05","HHS Region 8"
"16.8","bin","4 wk ahead","0","HHS Region 8"
"16.9","bin","1 wk ahead","3.36016838563153e-05","HHS Region 8"
"16.9","bin","2 wk ahead","0.000319186587651305","HHS Region 8"
"16.9","bin","3 wk ahead","2.32102807637465e-05","HHS Region 8"
"16.9","bin","4 wk ahead","0","HHS Region 8"
"17.0","bin","1 wk ahead","5.4826217159742e-05","HHS Region 8"
"17.0","bin","2 wk ahead","0.000312061326903838","HHS Region 8"
"17.0","bin","3 wk ahead","1.82439961142269e-05","HHS Region 8"
"17.0","bin","4 wk ahead","2.60628515917527e-06","HHS Region 8"
"17.1","bin","1 wk ahead","2.04299782141366e-05","HHS Region 8"
"17.1","bin","2 wk ahead","0.00038221871438338","HHS Region 8"
"17.1","bin","3 wk ahead","1.06203138463384e-05","HHS Region 8"
"17.1","bin","4 wk ahead","0","HHS Region 8"
"17.2","bin","1 wk ahead","0","HHS Region 8"
"17.2","bin","2 wk ahead","0.000421707534227481","HHS Region 8"
"17.2","bin","3 wk ahead","2.09151282500887e-05","HHS Region 8"
"17.2","bin","4 wk ahead","0","HHS Region 8"
"17.3","bin","1 wk ahead","3.43962389456055e-05","HHS Region 8"
"17.3","bin","2 wk ahead","0.000505603676750451","HHS Region 8"
"17.3","bin","3 wk ahead","1.50291801815096e-05","HHS Region 8"
"17.3","bin","4 wk ahead","0","HHS Region 8"
"17.4","bin","1 wk ahead","2.71379663736477e-05","HHS Region 8"
"17.4","bin","2 wk ahead","0.000397701315662035","HHS Region 8"
"17.4","bin","3 wk ahead","1.58328841646889e-05","HHS Region 8"
"17.4","bin","4 wk ahead","0","HHS Region 8"
"17.5","bin","1 wk ahead","8.61828997689018e-06","HHS Region 8"
"17.5","bin","2 wk ahead","0.000373612159898651","HHS Region 8"
"17.5","bin","3 wk ahead","3.01511362143844e-05","HHS Region 8"
"17.5","bin","4 wk ahead","0","HHS Region 8"
"17.6","bin","1 wk ahead","1.61208332256915e-05","HHS Region 8"
"17.6","bin","2 wk ahead","0.000489850006359519","HHS Region 8"
"17.6","bin","3 wk ahead","4.0816278044114e-05","HHS Region 8"
"17.6","bin","4 wk ahead","2.60628515917527e-06","HHS Region 8"
"17.7","bin","1 wk ahead","1.07728624711127e-05","HHS Region 8"
"17.7","bin","2 wk ahead","0.000443834688141351","HHS Region 8"
"17.7","bin","3 wk ahead","1.84839973072554e-05","HHS Region 8"
"17.7","bin","4 wk ahead","0","HHS Region 8"
"17.8","bin","1 wk ahead","1.10171331479562e-05","HHS Region 8"
"17.8","bin","2 wk ahead","0.000437247816647608","HHS Region 8"
"17.8","bin","3 wk ahead","8.81773267034243e-06","HHS Region 8"
"17.8","bin","4 wk ahead","0","HHS Region 8"
"17.9","bin","1 wk ahead","2.15457249422255e-06","HHS Region 8"
"17.9","bin","2 wk ahead","0.000426746764141611","HHS Region 8"
"17.9","bin","3 wk ahead","1.74402921310475e-05","HHS Region 8"
"17.9","bin","4 wk ahead","0","HHS Region 8"
"18.0","bin","1 wk ahead","1.8275405719914e-05","HHS Region 8"
"18.0","bin","2 wk ahead","0.000405203220244596","HHS Region 8"
"18.0","bin","3 wk ahead","2.64980259944185e-05","HHS Region 8"
"18.0","bin","4 wk ahead","0","HHS Region 8"
"18.1","bin","1 wk ahead","1.61208332256915e-05","HHS Region 8"
"18.1","bin","2 wk ahead","0.0005412562137036","HHS Region 8"
"18.1","bin","3 wk ahead","3.25143002959484e-05","HHS Region 8"
"18.1","bin","4 wk ahead","0","HHS Region 8"
"18.2","bin","1 wk ahead","0","HHS Region 8"
"18.2","bin","2 wk ahead","0.000453885924821128","HHS Region 8"
"18.2","bin","3 wk ahead","2.34054539733838e-05","HHS Region 8"
"18.2","bin","4 wk ahead","0","HHS Region 8"
"18.3","bin","1 wk ahead","0","HHS Region 8"
"18.3","bin","2 wk ahead","0.000438747769019073","HHS Region 8"
"18.3","bin","3 wk ahead","4.08457461044313e-05","HHS Region 8"
"18.3","bin","4 wk ahead","0","HHS Region 8"
"18.4","bin","1 wk ahead","1.8275405719914e-05","HHS Region 8"
"18.4","bin","2 wk ahead","0.000638646307306843","HHS Region 8"
"18.4","bin","3 wk ahead","2.71065567679605e-05","HHS Region 8"
"18.4","bin","4 wk ahead","0","HHS Region 8"
"18.5","bin","1 wk ahead","2.15457249422255e-06","HHS Region 8"
"18.5","bin","2 wk ahead","0.000561402499567224","HHS Region 8"
"18.5","bin","3 wk ahead","2.62069123421964e-05","HHS Region 8"
"18.5","bin","4 wk ahead","0","HHS Region 8"
"18.6","bin","1 wk ahead","2.15457249422255e-06","HHS Region 8"
"18.6","bin","2 wk ahead","0.000545161360781888","HHS Region 8"
"18.6","bin","3 wk ahead","4.24468695949876e-05","HHS Region 8"
"18.6","bin","4 wk ahead","0","HHS Region 8"
"18.7","bin","1 wk ahead","4.30914498844509e-06","HHS Region 8"
"18.7","bin","2 wk ahead","0.00061760054945734","HHS Region 8"
"18.7","bin","3 wk ahead","5.31182959005196e-05","HHS Region 8"
"18.7","bin","4 wk ahead","0","HHS Region 8"
"18.8","bin","1 wk ahead","0","HHS Region 8"
"18.8","bin","2 wk ahead","0.000483306535430121","HHS Region 8"
"18.8","bin","3 wk ahead","2.85669118325407e-05","HHS Region 8"
"18.8","bin","4 wk ahead","2.60628515917527e-06","HHS Region 8"
"18.9","bin","1 wk ahead","0","HHS Region 8"
"18.9","bin","2 wk ahead","0.00050696999140451","HHS Region 8"
"18.9","bin","3 wk ahead","3.69231666311196e-05","HHS Region 8"
"18.9","bin","4 wk ahead","0","HHS Region 8"
"19.0","bin","1 wk ahead","2.15457249422255e-06","HHS Region 8"
"19.0","bin","2 wk ahead","0.000553473870136353","HHS Region 8"
"19.0","bin","3 wk ahead","9.85865613574161e-05","HHS Region 8"
"19.0","bin","4 wk ahead","0","HHS Region 8"
"19.1","bin","1 wk ahead","1.61208332256915e-05","HHS Region 8"
"19.1","bin","2 wk ahead","0.000513322791721263","HHS Region 8"
"19.1","bin","3 wk ahead","6.0684581233412e-05","HHS Region 8"
"19.1","bin","4 wk ahead","2.60628515917527e-06","HHS Region 8"
"19.2","bin","1 wk ahead","0","HHS Region 8"
"19.2","bin","2 wk ahead","0.000567855286277192","HHS Region 8"
"19.2","bin","3 wk ahead","3.42209410293595e-05","HHS Region 8"
"19.2","bin","4 wk ahead","0","HHS Region 8"
"19.3","bin","1 wk ahead","0","HHS Region 8"
"19.3","bin","2 wk ahead","0.000574677579727022","HHS Region 8"
"19.3","bin","3 wk ahead","8.62285133117684e-05","HHS Region 8"
"19.3","bin","4 wk ahead","0","HHS Region 8"
"19.4","bin","1 wk ahead","0","HHS Region 8"
"19.4","bin","2 wk ahead","0.000455624511639868","HHS Region 8"
"19.4","bin","3 wk ahead","3.68783386477283e-05","HHS Region 8"
"19.4","bin","4 wk ahead","0","HHS Region 8"
"19.5","bin","1 wk ahead","0","HHS Region 8"
"19.5","bin","2 wk ahead","0.000653778638472788","HHS Region 8"
"19.5","bin","3 wk ahead","6.06165696655059e-05","HHS Region 8"
"19.5","bin","4 wk ahead","0","HHS Region 8"
"19.6","bin","1 wk ahead","0","HHS Region 8"
"19.6","bin","2 wk ahead","0.000575651258343336","HHS Region 8"
"19.6","bin","3 wk ahead","5.80334680908455e-05","HHS Region 8"
"19.6","bin","4 wk ahead","0","HHS Region 8"
"19.7","bin","1 wk ahead","0","HHS Region 8"
"19.7","bin","2 wk ahead","0.000592848898816459","HHS Region 8"
"19.7","bin","3 wk ahead","3.44528599011198e-05","HHS Region 8"
"19.7","bin","4 wk ahead","2.60628515917527e-06","HHS Region 8"
"19.8","bin","1 wk ahead","0","HHS Region 8"
"19.8","bin","2 wk ahead","0.00046050453164034","HHS Region 8"
"19.8","bin","3 wk ahead","0.000102698029564563","HHS Region 8"
"19.8","bin","4 wk ahead","0","HHS Region 8"
"19.9","bin","1 wk ahead","0","HHS Region 8"
"19.9","bin","2 wk ahead","0.000499383099505382","HHS Region 8"
"19.9","bin","3 wk ahead","9.26614822083073e-05","HHS Region 8"
"19.9","bin","4 wk ahead","0","HHS Region 8"
"20.0","bin","1 wk ahead","0","HHS Region 8"
"20.0","bin","2 wk ahead","0.000478700567113268","HHS Region 8"
"20.0","bin","3 wk ahead","9.08205459312634e-05","HHS Region 8"
"20.0","bin","4 wk ahead","4.40886633517121e-06","HHS Region 8"
"20.1","bin","1 wk ahead","0","HHS Region 8"
"20.1","bin","2 wk ahead","0.000493745362684347","HHS Region 8"
"20.1","bin","3 wk ahead","0.00012578937470775","HHS Region 8"
"20.1","bin","4 wk ahead","0","HHS Region 8"
"20.2","bin","1 wk ahead","0","HHS Region 8"
"20.2","bin","2 wk ahead","0.000439837416651262","HHS Region 8"
"20.2","bin","3 wk ahead","5.5232009722033e-05","HHS Region 8"
"20.2","bin","4 wk ahead","0","HHS Region 8"
"20.3","bin","1 wk ahead","0","HHS Region 8"
"20.3","bin","2 wk ahead","0.000490912229663358","HHS Region 8"
"20.3","bin","3 wk ahead","7.31074762557464e-05","HHS Region 8"
"20.3","bin","4 wk ahead","0","HHS Region 8"
"20.4","bin","1 wk ahead","0","HHS Region 8"
"20.4","bin","2 wk ahead","0.000376199827936928","HHS Region 8"
"20.4","bin","3 wk ahead","0.000151179653268737","HHS Region 8"
"20.4","bin","4 wk ahead","0","HHS Region 8"
"20.5","bin","1 wk ahead","0","HHS Region 8"
"20.5","bin","2 wk ahead","0.000381610646642862","HHS Region 8"
"20.5","bin","3 wk ahead","0.00016522288605546","HHS Region 8"
"20.5","bin","4 wk ahead","5.21257031835053e-06","HHS Region 8"
"20.6","bin","1 wk ahead","0","HHS Region 8"
"20.6","bin","2 wk ahead","0.000346471581380082","HHS Region 8"
"20.6","bin","3 wk ahead","0.000141550179000584","HHS Region 8"
"20.6","bin","4 wk ahead","2.60628515917527e-06","HHS Region 8"
"20.7","bin","1 wk ahead","0","HHS Region 8"
"20.7","bin","2 wk ahead","0.000393214892891999","HHS Region 8"
"20.7","bin","3 wk ahead","0.00011591460789677","HHS Region 8"
"20.7","bin","4 wk ahead","5.21257031835053e-06","HHS Region 8"
"20.8","bin","1 wk ahead","0","HHS Region 8"
"20.8","bin","2 wk ahead","0.000443556616053751","HHS Region 8"
"20.8","bin","3 wk ahead","0.00011547825196156","HHS Region 8"
"20.8","bin","4 wk ahead","1.80258117599595e-06","HHS Region 8"
"20.9","bin","1 wk ahead","0","HHS Region 8"
"20.9","bin","2 wk ahead","0.000349704688713915","HHS Region 8"
"20.9","bin","3 wk ahead","0.000179999368359089","HHS Region 8"
"20.9","bin","4 wk ahead","7.01515149434648e-06","HHS Region 8"
"21.0","bin","1 wk ahead","0","HHS Region 8"
"21.0","bin","2 wk ahead","0.000385626950386906","HHS Region 8"
"21.0","bin","3 wk ahead","0.000126937693414083","HHS Region 8"
"21.0","bin","4 wk ahead","8.37627379187419e-06","HHS Region 8"
"21.1","bin","1 wk ahead","0","HHS Region 8"
"21.1","bin","2 wk ahead","0.000337301279398565","HHS Region 8"
"21.1","bin","3 wk ahead","0.000128546049799808","HHS Region 8"
"21.1","bin","4 wk ahead","1.19814361438661e-05","HHS Region 8"
"21.2","bin","1 wk ahead","0","HHS Region 8"
"21.2","bin","2 wk ahead","0.000467242501986491","HHS Region 8"
"21.2","bin","3 wk ahead","0.000152855072803002","HHS Region 8"
"21.2","bin","4 wk ahead","4.40886633517121e-06","HHS Region 8"
"21.3","bin","1 wk ahead","0","HHS Region 8"
"21.3","bin","2 wk ahead","0.000385006361594751","HHS Region 8"
"21.3","bin","3 wk ahead","0.000289668024801071","HHS Region 8"
"21.3","bin","4 wk ahead","2.60628515917527e-06","HHS Region 8"
"21.4","bin","1 wk ahead","0","HHS Region 8"
"21.4","bin","2 wk ahead","0.000242778567293436","HHS Region 8"
"21.4","bin","3 wk ahead","0.000155370498109532","HHS Region 8"
"21.4","bin","4 wk ahead","5.76998863269893e-06","HHS Region 8"
"21.5","bin","1 wk ahead","0","HHS Region 8"
"21.5","bin","2 wk ahead","0.000368088054575052","HHS Region 8"
"21.5","bin","3 wk ahead","0.000208045821492594","HHS Region 8"
"21.5","bin","4 wk ahead","2.60628515917527e-06","HHS Region 8"
"21.6","bin","1 wk ahead","0","HHS Region 8"
"21.6","bin","2 wk ahead","0.000270754811847169","HHS Region 8"
"21.6","bin","3 wk ahead","0.000184216542215631","HHS Region 8"
"21.6","bin","4 wk ahead","1.04251406367011e-05","HHS Region 8"
"21.7","bin","1 wk ahead","0","HHS Region 8"
"21.7","bin","2 wk ahead","0.000317453873368643","HHS Region 8"
"21.7","bin","3 wk ahead","0.000318724298673417","HHS Region 8"
"21.7","bin","4 wk ahead","5.21257031835053e-06","HHS Region 8"
"21.8","bin","1 wk ahead","0","HHS Region 8"
"21.8","bin","2 wk ahead","0.000252297118009012","HHS Region 8"
"21.8","bin","3 wk ahead","0.000175026799233767","HHS Region 8"
"21.8","bin","4 wk ahead","5.21257031835053e-06","HHS Region 8"
"21.9","bin","1 wk ahead","0","HHS Region 8"
"21.9","bin","2 wk ahead","0.000253901406090787","HHS Region 8"
"21.9","bin","3 wk ahead","0.000172456771157041","HHS Region 8"
"21.9","bin","4 wk ahead","1.2227721812697e-05","HHS Region 8"
"22.0","bin","1 wk ahead","0","HHS Region 8"
"22.0","bin","2 wk ahead","0.000337391612351562","HHS Region 8"
"22.0","bin","3 wk ahead","0.000273472668805155","HHS Region 8"
"22.0","bin","4 wk ahead","4.40886633517121e-06","HHS Region 8"
"22.1","bin","1 wk ahead","0","HHS Region 8"
"22.1","bin","2 wk ahead","0.000207310304710537","HHS Region 8"
"22.1","bin","3 wk ahead","0.000262702437638952","HHS Region 8"
"22.1","bin","4 wk ahead","4.40886633517121e-06","HHS Region 8"
"22.2","bin","1 wk ahead","0","HHS Region 8"
"22.2","bin","2 wk ahead","0.000299481888399397","HHS Region 8"
"22.2","bin","3 wk ahead","0.000270140252064321","HHS Region 8"
"22.2","bin","4 wk ahead","1.27851401270454e-05","HHS Region 8"
"22.3","bin","1 wk ahead","0","HHS Region 8"
"22.3","bin","2 wk ahead","0.000185367476260217","HHS Region 8"
"22.3","bin","3 wk ahead","0.00025408778805963","HHS Region 8"
"22.3","bin","4 wk ahead","4.40886633517121e-06","HHS Region 8"
"22.4","bin","1 wk ahead","0","HHS Region 8"
"22.4","bin","2 wk ahead","0.000129366122798721","HHS Region 8"
"22.4","bin","3 wk ahead","0.000240646715350704","HHS Region 8"
"22.4","bin","4 wk ahead","9.62143665352175e-06","HHS Region 8"
"22.5","bin","1 wk ahead","0","HHS Region 8"
"22.5","bin","2 wk ahead","0.000227281436357819","HHS Region 8"
"22.5","bin","3 wk ahead","0.000306014077289664","HHS Region 8"
"22.5","bin","4 wk ahead","2.06039956045712e-05","HHS Region 8"
"22.6","bin","1 wk ahead","0","HHS Region 8"
"22.6","bin","2 wk ahead","0.000178659488100706","HHS Region 8"
"22.6","bin","3 wk ahead","0.000400462748817581","HHS Region 8"
"22.6","bin","4 wk ahead","1.14240178295177e-05","HHS Region 8"
"22.7","bin","1 wk ahead","0","HHS Region 8"
"22.7","bin","2 wk ahead","0.000177728622475795","HHS Region 8"
"22.7","bin","3 wk ahead","0.000386903072594541","HHS Region 8"
"22.7","bin","4 wk ahead","3.16370347352366e-06","HHS Region 8"
"22.8","bin","1 wk ahead","0","HHS Region 8"
"22.8","bin","2 wk ahead","0.000170086070813844","HHS Region 8"
"22.8","bin","3 wk ahead","0.000326434906609911","HHS Region 8"
"22.8","bin","4 wk ahead","2.79039762753374e-05","HHS Region 8"
"22.9","bin","1 wk ahead","0","HHS Region 8"
"22.9","bin","2 wk ahead","0.000127211550304498","HHS Region 8"
"22.9","bin","3 wk ahead","0.000353508830726335","HHS Region 8"
"22.9","bin","4 wk ahead","2.625802480139e-05","HHS Region 8"
"23.0","bin","1 wk ahead","0","HHS Region 8"
"23.0","bin","2 wk ahead","0.00016924553814193","HHS Region 8"
"23.0","bin","3 wk ahead","0.000285450940357802","HHS Region 8"
"23.0","bin","4 wk ahead","3.17585441807431e-05","HHS Region 8"
"23.1","bin","1 wk ahead","0","HHS Region 8"
"23.1","bin","2 wk ahead","0.00010212019628385","HHS Region 8"
"23.1","bin","3 wk ahead","0.000384447621241285","HHS Region 8"
"23.1","bin","4 wk ahead","3.54085345161262e-05","HHS Region 8"
"23.2","bin","1 wk ahead","0","HHS Region 8"
"23.2","bin","2 wk ahead","0.000175954631194037","HHS Region 8"
"23.2","bin","3 wk ahead","0.000274958567326008","HHS Region 8"
"23.2","bin","4 wk ahead","2.20443316758561e-05","HHS Region 8"
"23.3","bin","1 wk ahead","0","HHS Region 8"
"23.3","bin","2 wk ahead","4.50327908810979e-05","HHS Region 8"
"23.3","bin","3 wk ahead","0.000429657852763865","HHS Region 8"
"23.3","bin","4 wk ahead","3.98142809667146e-05","HHS Region 8"
"23.4","bin","1 wk ahead","0","HHS Region 8"
"23.4","bin","2 wk ahead","0.00011417615519794","HHS Region 8"
"23.4","bin","3 wk ahead","0.000327740174351413","HHS Region 8"
"23.4","bin","4 wk ahead","2.36517396422147e-05","HHS Region 8"
"23.5","bin","1 wk ahead","0","HHS Region 8"
"23.5","bin","2 wk ahead","6.93579402068531e-05","HHS Region 8"
"23.5","bin","3 wk ahead","0.000397185001906898","HHS Region 8"
"23.5","bin","4 wk ahead","2.36965676256059e-05","HHS Region 8"
"23.6","bin","1 wk ahead","0","HHS Region 8"
"23.6","bin","2 wk ahead","5.18770895762293e-05","HHS Region 8"
"23.6","bin","3 wk ahead","0.000259370052831429","HHS Region 8"
"23.6","bin","4 wk ahead","2.63028527847812e-05","HHS Region 8"
"23.7","bin","1 wk ahead","0","HHS Region 8"
"23.7","bin","2 wk ahead","9.93087236283932e-05","HHS Region 8"
"23.7","bin","3 wk ahead","0.000371556430585075","HHS Region 8"
"23.7","bin","4 wk ahead","3.07085545287328e-05","HHS Region 8"
"23.8","bin","1 wk ahead","0","HHS Region 8"
"23.8","bin","2 wk ahead","0.000109102149907037","HHS Region 8"
"23.8","bin","3 wk ahead","0.00052826542624058","HHS Region 8"
"23.8","bin","4 wk ahead","4.21325723582505e-05","HHS Region 8"
"23.9","bin","1 wk ahead","0","HHS Region 8"
"23.9","bin","2 wk ahead","6.77536521250773e-05","HHS Region 8"
"23.9","bin","3 wk ahead","0.000352177898181976","HHS Region 8"
"23.9","bin","4 wk ahead","3.1710596312769e-05","HHS Region 8"
"24.0","bin","1 wk ahead","0","HHS Region 8"
"24.0","bin","2 wk ahead","0.000112861010483036","HHS Region 8"
"24.0","bin","3 wk ahead","0.000447091489992691","HHS Region 8"
"24.0","bin","4 wk ahead","1.06203138463384e-05","HHS Region 8"
"24.1","bin","1 wk ahead","0","HHS Region 8"
"24.1","bin","2 wk ahead","2.68936956968042e-05","HHS Region 8"
"24.1","bin","3 wk ahead","0.000331839057640299","HHS Region 8"
"24.1","bin","4 wk ahead","4.6041778160495e-05","HHS Region 8"
"24.2","bin","1 wk ahead","0","HHS Region 8"
"24.2","bin","2 wk ahead","7.52561953738786e-05","HHS Region 8"
"24.2","bin","3 wk ahead","0.000462500660620392","HHS Region 8"
"24.2","bin","4 wk ahead","7.69805239688087e-05","HHS Region 8"
"24.3","bin","1 wk ahead","0","HHS Region 8"
"24.3","bin","2 wk ahead","5.18770895762293e-05","HHS Region 8"
"24.3","bin","3 wk ahead","0.000471310971989025","HHS Region 8"
"24.3","bin","4 wk ahead","3.9084828320607e-05","HHS Region 8"
"24.4","bin","1 wk ahead","0","HHS Region 8"
"24.4","bin","2 wk ahead","4.11042271051166e-05","HHS Region 8"
"24.4","bin","3 wk ahead","0.000531321124866243","HHS Region 8"
"24.4","bin","4 wk ahead","7.4928537239399e-05","HHS Region 8"
"24.5","bin","1 wk ahead","0","HHS Region 8"
"24.5","bin","2 wk ahead","4.30914498844509e-06","HHS Region 8"
"24.5","bin","3 wk ahead","0.000386287928432083","HHS Region 8"
"24.5","bin","4 wk ahead","8.5985392234157e-05","HHS Region 8"
"24.6","bin","1 wk ahead","0","HHS Region 8"
"24.6","bin","2 wk ahead","3.36016838563153e-05","HHS Region 8"
"24.6","bin","3 wk ahead","0.000458850571291742","HHS Region 8"
"24.6","bin","4 wk ahead","3.53605866481522e-05","HHS Region 8"
"24.7","bin","1 wk ahead","0","HHS Region 8"
"24.7","bin","2 wk ahead","5.31827596774621e-06","HHS Region 8"
"24.7","bin","3 wk ahead","0.000420990382293157","HHS Region 8"
"24.7","bin","4 wk ahead","6.82371320488116e-05","HHS Region 8"
"24.8","bin","1 wk ahead","0","HHS Region 8"
"24.8","bin","2 wk ahead","2.68936956968042e-05","HHS Region 8"
"24.8","bin","3 wk ahead","0.000449518361031703","HHS Region 8"
"24.8","bin","4 wk ahead","4.75434804774579e-05","HHS Region 8"
"24.9","bin","1 wk ahead","0","HHS Region 8"
"24.9","bin","2 wk ahead","1.10171331479562e-05","HHS Region 8"
"24.9","bin","3 wk ahead","0.000441366172870154","HHS Region 8"
"24.9","bin","4 wk ahead","5.93265788204671e-05","HHS Region 8"
"25.0","bin","1 wk ahead","0","HHS Region 8"
"25.0","bin","2 wk ahead","0.000201565230447864","HHS Region 8"
"25.0","bin","3 wk ahead","0.0191320054621292","HHS Region 8"
"25.0","bin","4 wk ahead","0.0336234886881511","HHS Region 8"
"0.0","bin","1 wk ahead","0","HHS Region 5"
"0.0","bin","2 wk ahead","0","HHS Region 5"
"0.0","bin","3 wk ahead","0","HHS Region 5"
"0.0","bin","4 wk ahead","0","HHS Region 5"
"0.1","bin","1 wk ahead","0","HHS Region 5"
"0.1","bin","2 wk ahead","0","HHS Region 5"
"0.1","bin","3 wk ahead","0","HHS Region 5"
"0.1","bin","4 wk ahead","0","HHS Region 5"
"0.2","bin","1 wk ahead","0","HHS Region 5"
"0.2","bin","2 wk ahead","0","HHS Region 5"
"0.2","bin","3 wk ahead","0","HHS Region 5"
"0.2","bin","4 wk ahead","0","HHS Region 5"
"0.3","bin","1 wk ahead","0","HHS Region 5"
"0.3","bin","2 wk ahead","0","HHS Region 5"
"0.3","bin","3 wk ahead","0","HHS Region 5"
"0.3","bin","4 wk ahead","0","HHS Region 5"
"0.4","bin","1 wk ahead","0","HHS Region 5"
"0.4","bin","2 wk ahead","0","HHS Region 5"
"0.4","bin","3 wk ahead","0","HHS Region 5"
"0.4","bin","4 wk ahead","0","HHS Region 5"
"0.5","bin","1 wk ahead","0","HHS Region 5"
"0.5","bin","2 wk ahead","0","HHS Region 5"
"0.5","bin","3 wk ahead","0","HHS Region 5"
"0.5","bin","4 wk ahead","0","HHS Region 5"
"0.6","bin","1 wk ahead","0","HHS Region 5"
"0.6","bin","2 wk ahead","0","HHS Region 5"
"0.6","bin","3 wk ahead","0","HHS Region 5"
"0.6","bin","4 wk ahead","0","HHS Region 5"
"0.7","bin","1 wk ahead","0","HHS Region 5"
"0.7","bin","2 wk ahead","0","HHS Region 5"
"0.7","bin","3 wk ahead","0","HHS Region 5"
"0.7","bin","4 wk ahead","0","HHS Region 5"
"0.8","bin","1 wk ahead","0","HHS Region 5"
"0.8","bin","2 wk ahead","0","HHS Region 5"
"0.8","bin","3 wk ahead","0","HHS Region 5"
"0.8","bin","4 wk ahead","0","HHS Region 5"
"0.9","bin","1 wk ahead","0","HHS Region 5"
"0.9","bin","2 wk ahead","0","HHS Region 5"
"0.9","bin","3 wk ahead","0","HHS Region 5"
"0.9","bin","4 wk ahead","0","HHS Region 5"
"1.0","bin","1 wk ahead","0","HHS Region 5"
"1.0","bin","2 wk ahead","0","HHS Region 5"
"1.0","bin","3 wk ahead","0","HHS Region 5"
"1.0","bin","4 wk ahead","0","HHS Region 5"
"1.1","bin","1 wk ahead","0","HHS Region 5"
"1.1","bin","2 wk ahead","0","HHS Region 5"
"1.1","bin","3 wk ahead","0","HHS Region 5"
"1.1","bin","4 wk ahead","0","HHS Region 5"
"1.2","bin","1 wk ahead","0","HHS Region 5"
"1.2","bin","2 wk ahead","0","HHS Region 5"
"1.2","bin","3 wk ahead","0","HHS Region 5"
"1.2","bin","4 wk ahead","0","HHS Region 5"
"1.3","bin","1 wk ahead","0","HHS Region 5"
"1.3","bin","2 wk ahead","0","HHS Region 5"
"1.3","bin","3 wk ahead","0","HHS Region 5"
"1.3","bin","4 wk ahead","0","HHS Region 5"
"1.4","bin","1 wk ahead","2.07261117830057e-05","HHS Region 5"
"1.4","bin","2 wk ahead","0","HHS Region 5"
"1.4","bin","3 wk ahead","0","HHS Region 5"
"1.4","bin","4 wk ahead","0","HHS Region 5"
"1.5","bin","1 wk ahead","0","HHS Region 5"
"1.5","bin","2 wk ahead","0","HHS Region 5"
"1.5","bin","3 wk ahead","0","HHS Region 5"
"1.5","bin","4 wk ahead","0","HHS Region 5"
"1.6","bin","1 wk ahead","0","HHS Region 5"
"1.6","bin","2 wk ahead","0","HHS Region 5"
"1.6","bin","3 wk ahead","0","HHS Region 5"
"1.6","bin","4 wk ahead","0","HHS Region 5"
"1.7","bin","1 wk ahead","0","HHS Region 5"
"1.7","bin","2 wk ahead","0","HHS Region 5"
"1.7","bin","3 wk ahead","0","HHS Region 5"
"1.7","bin","4 wk ahead","0","HHS Region 5"
"1.8","bin","1 wk ahead","0","HHS Region 5"
"1.8","bin","2 wk ahead","0","HHS Region 5"
"1.8","bin","3 wk ahead","0","HHS Region 5"
"1.8","bin","4 wk ahead","0","HHS Region 5"
"1.9","bin","1 wk ahead","0","HHS Region 5"
"1.9","bin","2 wk ahead","0","HHS Region 5"
"1.9","bin","3 wk ahead","0","HHS Region 5"
"1.9","bin","4 wk ahead","0","HHS Region 5"
"2.0","bin","1 wk ahead","3.68488929407294e-05","HHS Region 5"
"2.0","bin","2 wk ahead","0","HHS Region 5"
"2.0","bin","3 wk ahead","0","HHS Region 5"
"2.0","bin","4 wk ahead","0","HHS Region 5"
"2.1","bin","1 wk ahead","0","HHS Region 5"
"2.1","bin","2 wk ahead","0","HHS Region 5"
"2.1","bin","3 wk ahead","0","HHS Region 5"
"2.1","bin","4 wk ahead","0","HHS Region 5"
"2.2","bin","1 wk ahead","3.68488929407294e-05","HHS Region 5"
